//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
4852 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Agrith-Na-Na - 146
4890 - 710 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Flambeed - 149
4893 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Karamel - 136
4910 - 350 -1 -1 -1 7 1 60 49 MELEE -1 -1 AGRESSIVE
//Dessourt - 121
4920 - 700 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4921 - 700 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4922 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4923 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4924 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4926 - 100 14859 14861 14860 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4927 - 100 14859 14861 14860 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Vampyre Juvinate - 54
4928 - 120 14859 14861 14860 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Vampyre Juvinate - 54
4929 - 120 14859 14861 14860 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Vampyre Juvinate - 54
4930 - 210 -1 -1 -1 4 1 60 47 MELEE -1 -1 PASSIVE
//Vampyre Juvinate - 54
4931 - 210 -1 -1 -1 4 1 60 47 MELEE -1 -1 PASSIVE
//Vampyre Juvinate - 54
4932 - 280 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE
//Vampyre Juvenile - 45
4933 - 210 -1 -1 -1 4 1 60 47 MELEE -1 -1 PASSIVE
//Vampyre Juvenile - 45
4934 - 210 -1 -1 -1 4 1 60 47 MELEE -1 -1 PASSIVE
//Vampyre Juvenile - 45
4935 - 280 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE
//Skeleton - 22
4936 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//HobGoblin - 54
4937 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Huge spider - 81
4942 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Hellhound - 122
4943 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Kalphite Soldier - 85
4944 - 260 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Steel dragon - 246
4945 - 260 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Dagannoth - 135
4971 - 470 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Tentacle - 99
4972 - 2000 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Head - 140
4989 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Head - 140
4990 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Angry Unicorn - 47
4991 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Angry Giant Rat - 47
4992 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Angry Goblin - 47
5044 - 350 5097 -1 5098 5 2 2 100 MELEE -1 -1 PASSIVE
//Angry Bear - 47
5045 - 450 5097 -1 5098 5 2 2 100 MELEE -1 -1 PASSIVE
//Fear Reaper - 55
5080 - 50 5185 5188 5183 4 1 25 10 MELEE -1 -1 AGRESSIVE
//Confusion Beast  63
5137 - 400 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Hopeless Creature - 71
5144 - 810 -1 -1 -1 5 1 60 100 MELEE -1 -1 AGRESSIVE
//Ram - 2
5145 - 1200 -1 -1 -1 5 1 60 100 MELEE -1 -1 AGRESSIVE
//Ram - 2
5168 - 40 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Vulture - 31
5169 - 40 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Vulture - 31
5170 - 40 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Skeleton fremennik - 40
5176 - 1100 11471 11474 11477 4 1 60 300 MAGE -1 -1 AGRESSIVE
//Skeleton fremennik - 40
5181 - 1100 11471 11474 11477 4 1 60 300 MAGE -1 -1 AGRESSIVE
//Skeleton fremennik - 40
5184 - 1100 11471 11474 11477 4 1 60 300 MAGE -1 -1 AGRESSIVE
//Skeleton fremennik - 50
5187 - 1100 11471 11474 11477 4 1 60 300 MAGE -1 -1 AGRESSIVE
//Skeleton fremennik - 50
5188 - 1400 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Skeleton fremennik - 50
5190 - 1100 11471 11474 11477 4 1 60 300 MAGE -1 -1 AGRESSIVE
//Skeleton fremennik - 60
5193 - 1100 11471 11474 11477 4 1 60 300 MAGE -1 -1 AGRESSIVE
//Skeleton fremennik - 60
5218 - 1350 5097 -1 5098 5 2 2 150 MELEE -1 -1 PASSIVE
//Ulfric - 100
5219 - 1500 5097 -1 5098 5 2 2 150 MELEE -1 -1 PASSIVE
//Brine rat - 70
5229 - 0 -1 -1 -1 4 1 60 0 RANGE -1 -1 AGRESSIVE
//Giant bat - 27
5237 - 0 -1 -1 -1 4 1 60 0 RANGE -1 -1 AGRESSIVE
//Guard - 22
5247 - 2500 -1 -1 -1 4 1 60 130 MELEE -1 -1 AGRESSIVE
//Frog - 66
5248 - 450 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Tortoise - 92
5250 - 500 -1 -1 -1 4 1 60 170 MAGE -1 -1 AGRESSIVE
//Gnome Archer - 5
5254 - 500 -1 -1 -1 4 1 60 170 MAGE -1 -1 AGRESSIVE
//Gnome Driver - 5
5293 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Gnome Mage - 5
5294 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Tortoise - 79
5295 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Kalphite Queen - 333
5296 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Kalphite Queen - 333
5297 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Sea Troll Queen - 170
5298 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Skeleton Mage - 83
5299 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Man - 2
5300 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Sea Snake Young - 90
5301 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Sea Snake Hatchling - 62
5302 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Giant Sea Snake - 149
5303 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5304 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5305 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5306 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5307 - 220 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5308 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5309 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5310 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5311 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5312 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5313 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5314 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5315 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5316 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5317 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5318 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
5319 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Animated Bronze Armour - 11
5320 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Animated Iron Armour - 23
5321 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Animated Steel Armour - 46
5322 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Animated Black Armour - 69
5323 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Animated Mithril Armour - 92
5324 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Animated Adamant Armour - 113
5325 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Animated Rune Armour - 138
5326 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Cyclops - 76
5327 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//
5328 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Guard - 22
5329 - 300 5571 5574 5575 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Guard - 22
5330 - 300 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Guard - 22
5331 - 300 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Guard - 22
5332 - 210 -1 -1 -1 5 1 40 20 MELEE -1 -1 AGRESSIVE
//Guard - 22
5333 - 210 -1 -1 -1 5 1 40 20 MELEE -1 -1 AGRESSIVE
//Guard - 22
5334 - 210 -1 -1 -1 5 1 40 20 MELEE -1 -1 AGRESSIVE
//Snake - 35
5335 - 210 -1 -1 -1 5 1 40 20 MELEE -1 -1 AGRESSIVE
//Monkey - 3
5336 - 210 -1 -1 -1 5 1 40 20 MELEE -1 -1 AGRESSIVE
//Albino bat - 52
5337 - 240 -1 -1 -1 5 1 40 30 MELEE -1 -1 AGRESSIVE
//Giant mosquito - 13
5338 - 240 -1 -1 -1 5 1 40 30 MELEE -1 -1 AGRESSIVE
//Jungle horror - 70
5339 - 240 -1 -1 -1 5 1 40 30 MELEE -1 -1 AGRESSIVE
//Jungle horror - 70
5340 - 240 -1 -1 -1 5 1 40 30 MELEE -1 -1 AGRESSIVE
//Jungle horror - 70
5341 - 460 -1 -1 -1 5 1 40 40 MELEE -1 -1 AGRESSIVE
//Jungle horror - 70
5342 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Jungle horror - 70
5343 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Cave horror - 80
5344 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Cave horror - 80
5345 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Cave horror - 80
5346 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Cave horror - 80
5347 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Cave horror - 80
5348 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Ankou - 75
5349 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Ankou - 82
5350 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Ankou - 86
5351 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Skeleton - 68
5352 - 250 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Skeleton - 60
5353 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Skeleton - 85
5355 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Ghost - 77
5356 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Ghost - 76
5357 - 600 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Flesh Crawler - 28
5358 - 600 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Flesh Crawler - 35
5359 - 810 -1 -1 -1 5 1 40 80 MELEE -1 -1 AGRESSIVE
//Flesh Crawler - 41
5361 - 1260 -1 -1 -1 5 1 60 119 RANGE -1 -1 AGRESSIVE
//Zombie - 30
5362 - 1750 12252 12251 12250 5 1 60 182 SPECIAL2 -1 -1 AGRESSIVE
//mithril dragon - 44
5363 - 2000 13158 13163 13159 5 1 60 350 MELEE -1 -1 AGRESSIVE
//Zombie - 53
5364 - 1240 -1 -1 -1 4 1 60 210 MELEE -1 -1 PASSIVE
//Giant rat - 26
5365 - 560 -1 -1 -1 5 1 40 50 MELEE -1 -1 AGRESSIVE
//Rat - 1
5366 - 560 -1 -1 -1 5 1 40 50 MELEE -1 -1 AGRESSIVE
//catablepon - 49
5367 - 790 -1 -1 -1 5 1 40 70 MELEE -1 -1 AGRESSIVE
//catablepon - 64
5368 - 790 -1 -1 -1 5 1 40 70 MELEE -1 -1 AGRESSIVE
//catablepon - 64
5369 - 800 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Giant spider - 50
5370 - 800 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Spider - 24
5371 - 800 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Scorpion - 59
5375 - 400 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Scorpion - 37
5376 - 400 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Minotaur - 12
5377 - 680 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Minotaur - 27
5378 - 680 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5379 - 920 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Goblin - 13
5380 - 920 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Goblin - 11
5381 - 740 -1 -1 -1 5 1 40 60 MELEE -1 -1 AGRESSIVE
//Goblin - 16
5384 - 830 -1 -1 -1 5 1 40 90 MELEE -1 -1 AGRESSIVE
//Goblin - 25
5385 - 790 -1 -1 -1 5 1 40 60 MAGE -1 -1 AGRESSIVE
//Goblin - 16
5386 - 690 -1 -1 -1 5 1 40 60 MELEE -1 -1 AGRESSIVE
//wolf - 13
5393 - 560 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//wolf - 11
5404 - 920 -1 -1 -1 4 1 60 0 MELEE -1 -1 AGRESSIVE
//Rat - 1
5413 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Gorak - 145
5414 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Stag - 15
5417 - 880 5625 5626 5627 5 2 60 110 MELEE -1 -1 AGRESSIVE
//Tree spirit - 14
5418 - 820 5624 5626 5627 5 2 60 110 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5420 - 650 -1 -1 -1 6 1 60 190 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5421 - 650 -1 -1 -1 6 1 60 190 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5452 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5453 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5454 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5455 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5472 - 1500 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5473 - 600 13786 13787 13785 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5474 - 800 13786 13787 13785 4 1 60 177 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5475 - 800 13786 13787 13785 4 1 60 177 RANGE -1 -1 AGRESSIVE
//Goblin - 5
5521 - 600 13786 13787 13785 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5522 - 800 13786 13787 13785 4 1 60 177 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5523 - 800 13786 13787 13785 4 1 60 177 RANGE -1 -1 AGRESSIVE
//Goblin - 5
5525 - 600 13786 13787 13785 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Goblin - 5
5526 - 800 13786 13787 13785 4 1 60 177 MELEE -1 -1 AGRESSIVE
//Suqah - 111
5527 - 800 13786 13787 13785 4 1 60 177 RANGE -1 -1 AGRESSIVE
//Suqah - 111
5529 - 500 580 548 549 5 1 60 24 MELEE -1 -1 PASSIVE
//Suqah - 111
5593 - 900 -1 -1 -1 5 1 60 100 MELEE -1 -1 AGRESSIVE
//Suqah - 111
5594 - 350 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Suqah - 111
5595 - 350 -1 -1 -1 5 1 60 50 MELEE -1 -1 PASSIVE
//Suqah - 111
5596 - 600 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Suqah - 111
5597 - 180 -1 -1 -1 4 1 60 300 MELEE -1 -1 PASSIVE
//Bandos avatar - 125
5603 - 240 -1 -1 -1 5 1 60 40 MELEE -1 -1 AGRESSIVE
//Jake - 37
5629 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Wilson - 37
5630 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Fortress guard - 20
5631 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Fortress guard - 20
5632 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Fortress guard - 20
5633 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Fortress guard - 20
5634 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Dark wizard - 7
5635 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Dark wizard - 7
5636 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Dark wizard - 20
5637 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Baby blue dragon - 48
5638 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Baby blue dragon - 48
5639 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Baby red dragon - 48
5640 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Baby red dragon - 48
5641 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Red dragon - 152
5642 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Red dragon - 152
5643 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Red dragon - 152
5644 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Red dragon - 152
5645 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Black dragon - 227
5646 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Black dragon - 227
5647 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Black dragon - 227
5648 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Black dragon - 227
5649 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Green dragon - 79
5650 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Green dragon - 79
5651 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Green dragon - 79
5652 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Green dragon - 79
5653 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Blue dragon - 111
5654 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Blue dragon - 111
5655 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Blue dragon - 111
5656 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Blue dragon - 111
5657 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ice giant - 53
5658 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ice giant - 53
5659 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ice giant - 53
5660 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Moss giant - 42
5661 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Hill Giant - 28
5662 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Hill Giant - 28
5663 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Hill Giant - 28
5664 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Hill Giant - 28
5665 - 520 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Hill Giant - 28
5666 - 1340 -1 -1 -1 4 1 60 350 MELEE -1 -1 AGRESSIVE
//Lesser demon - 82
5750 - 930 -1 -1 -1 5 1 60 10 MELEE -1 -1 PASSIVE
//Lesser demon - 82
5751 - 520 -1 -1 -1 4 1 60 53 MELEE -1 -1 PASSIVE
//Lesser demon - 82
5829 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Lesser demon - 82
5842 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Greater demon - 92
5843 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Greater demon - 92
5844 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Greater demon - 92
5845 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Greater demon - 92
5846 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Black demon - 172
5847 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Black demon - 172
5848 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Black demon - 172
5849 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Black demon - 172
5850 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Black demon - 172
5851 - 200 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Vampyre juvenile - 45
5860 - 350 -1 -1 -1 4 1 60 30 MAGE -1 -1 AGRESSIVE
//Vampyre juvenile - 45
5902 - 1800 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Vanstrom Klause - 169
5903 - 2300 -1 -1 -1 4 1 60 300 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 110
5904 - 900 -1 -1 -1 4 1 60 280 MELEE -1 -1 PASSIVE
//Vyrewatch - 120
5905 - 1400 -1 -1 -1 4 1 60 210 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 130
5906 - 590 -1 -1 -1 4 1 60 180 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 140
5908 - 300 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Vyrelady - 194
5919 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Vyrelady - 194
5920 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Vyrelady - 194
5923 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Vyrewatch - 110
5924 - 93 422 425 836 5 1 60 15 MELEE -1 -1 PASSIVE
//Vyrewatch - 120
5926 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Vyrewatch - 130
5927 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Vyrewatch - 140
5928 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Vyrewatch - 110
5929 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Vyrewatch - 120
5993 - 1010 -1 -1 -1 4 1 60 130 MELEE -1 -1 PASSIVE
//Vyrewatch - 130
5996 - 1600 -1 -1 -1 4 1 60 240 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 140
6006 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrelady - 194
6007 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrelord - 194
6008 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrelord - 194
6009 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrelord - 194
6010 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 110
6011 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 120
6012 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 130
6013 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 140
6014 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 110
6015 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 120
6016 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 130
6017 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 140
6018 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 110
6019 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 120
6020 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 130
6021 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 140
6022 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 110
6023 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 120
6024 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 130
6025 - 900 -1 -1 -1 5 1 60 89 MELEE -1 -1 AGRESSIVE
//Vyrewatch - 140
6026 - 600 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Vyrewatch - 110
